entry_id,kanji,kanji_info,reading,reading_nokanji,reading_info,pos,field,misc,dialect,gloss,sense_text,japanese_sentence,english_sentence
1000360,,,あっさり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,simply,,,
1000360,,,あっさり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,plainly,,,
1000360,,,あっさり,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,"lightly (seasoned food, applied make-up, etc.)",,,
1000360,,,アッサリ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,simply,,,
1000360,,,アッサリ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,plainly,,,
1000360,,,アッサリ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,"lightly (seasoned food, applied make-up, etc.)",,,
1001030,,,ウトッと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,nodding off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトッと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,dozing off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトッと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,falling into a doze,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,nodding off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,dozing off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,falling into a doze,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとうと,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,nodding off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとうと,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,dozing off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,うとうと,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,falling into a doze,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,nodding off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,dozing off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトっと,f,search-only kana form,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,falling into a doze,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトウト,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,nodding off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトウト,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,dozing off,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1001030,,,ウトウト,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,falling into a doze,うとうと,彼は一日中うとうとしていた。,He slumbered out the whole day.
1000580,彼れ,rarely-used kanji form,あれ,f,,pronoun,,word usually written using kana alone,,that person,あれ,あれなら絶対大丈夫！,"Yeah, she must be the sure thing!"
1000580,彼,rarely-used kanji form,あれ,f,,pronoun,,word usually written using kana alone,,that person,あれ,あれなら絶対大丈夫！,"Yeah, she must be the sure thing!"
1000580,彼れ,rarely-used kanji form,アレ,f,search-only kana form,pronoun,,word usually written using kana alone,,that person,あれ,あれなら絶対大丈夫！,"Yeah, she must be the sure thing!"
1000580,彼,rarely-used kanji form,アレ,f,search-only kana form,pronoun,,word usually written using kana alone,,that person,あれ,あれなら絶対大丈夫！,"Yeah, she must be the sure thing!"
1000000,,,ヽ,f,,unclassified,,,,repetition mark in katakana,,,
1000470,,,あべこべ,f,,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,back-to-front,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,あべこべ,f,,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,reverse,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,あべこべ,f,,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,inverse,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,あべこべ,f,,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,opposite,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,あべこべ,f,,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,contrary,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000580,彼れ,rarely-used kanji form,あれ,f,,pronoun,,word usually written using kana alone,,that place (over there),,,
1000580,彼,rarely-used kanji form,あれ,f,,pronoun,,word usually written using kana alone,,that place (over there),,,
1000580,彼れ,rarely-used kanji form,アレ,f,search-only kana form,pronoun,,word usually written using kana alone,,that place (over there),,,
1000580,彼,rarely-used kanji form,アレ,f,search-only kana form,pronoun,,word usually written using kana alone,,that place (over there),,,
1000810,弄りまわす,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to twiddle,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄りまわす,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fiddle with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄りまわす,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fumble with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄りまわす,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to tinker with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄り回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to twiddle,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄り回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fiddle with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄り回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fumble with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,弄り回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to tinker with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,いじり回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to twiddle,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,いじり回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fiddle with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,いじり回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to fumble with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000810,いじり回す,,いじりまわす,f,,"Godan verb with 'su' ending, transitive verb",,,,to tinker with,弄り回す,帽子を弄り回すのはやめなさい。,Please stop playing with your hat.
1000980,,,うずうず,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,eager,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,うずうず,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,sorely tempted,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,うずうず,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,impatient,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,うずうず,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,itching to do something,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,ウズウズ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,eager,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,ウズウズ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,sorely tempted,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,ウズウズ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,impatient,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000980,,,ウズウズ,f,,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,onomatopoeic or mimetic word,,itching to do something,うずうず,彼はそれを試してみたくてうずうずしていた。,He was panting to have a go at it.
1000760,,,いざこざ,f,,noun (common) (futsuumeishi),,,,tangle,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,いざこざ,f,,noun (common) (futsuumeishi),,,,complication,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,いざこざ,f,,noun (common) (futsuumeishi),,,,difficulties,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,いざこざ,f,,noun (common) (futsuumeishi),,,,quarrel,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,いざこざ,f,,noun (common) (futsuumeishi),,,,trouble,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,イザコザ,f,,noun (common) (futsuumeishi),,,,tangle,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,イザコザ,f,,noun (common) (futsuumeishi),,,,complication,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,イザコザ,f,,noun (common) (futsuumeishi),,,,difficulties,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,イザコザ,f,,noun (common) (futsuumeishi),,,,quarrel,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000760,,,イザコザ,f,,noun (common) (futsuumeishi),,,,trouble,いざこざ,たとえばあなたの家庭のいざこざを考えてごらんなさい。,"Take, for instance, your family problems."
1000090,〇,,まる,f,,noun (common) (futsuumeishi),,,,circle,,,
1000090,○,,まる,f,,noun (common) (futsuumeishi),,,,circle,,,
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,naughty,いけません,「風邪気味です」「それはいけませんね」,"""I've a touch of a cold."" ""That's too bad."""
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,wrong,いけません,「風邪気味です」「それはいけませんね」,"""I've a touch of a cold."" ""That's too bad."""
1000730,行けない,search-only kanji form,いけない,f,,"expressions (phrases, clauses, etc.), adjective (keiyoushi)",,word usually written using kana alone,,bad,いけません,「風邪気味です」「それはいけませんね」,"""I've a touch of a cold."" ""That's too bad."""
1000290,,,あさひ,f,,noun (common) (futsuumeishi),,,,Jouetsu line express Shinkansen,,,
1001050,畝り,rarely-used kanji form,うねり,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,roller,うねり,濃霧に加えてうねりも高かった。,"In addition to a thick fog, there was a heavy swell."
1001050,畝り,rarely-used kanji form,うねり,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,billow,うねり,濃霧に加えてうねりも高かった。,"In addition to a thick fog, there was a heavy swell."
1001050,畝り,rarely-used kanji form,うねり,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,surge,うねり,濃霧に加えてうねりも高かった。,"In addition to a thick fog, there was a heavy swell."
1001050,畝り,rarely-used kanji form,うねり,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,ground swell,うねり,濃霧に加えてうねりも高かった。,"In addition to a thick fog, there was a heavy swell."
1001050,畝り,rarely-used kanji form,うねり,f,,noun (common) (futsuumeishi),,word usually written using kana alone,,swell (of waves),うねり,濃霧に加えてうねりも高かった。,"In addition to a thick fog, there was a heavy swell."
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to be constrained,,,
1000780,,,いじける,f,,"Ichidan verb, intransitive verb",,,,to be cramped,,,
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,アソコ,t,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,かしこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あそこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あすこ,f,,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あしこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼所,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,genitals,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,nether regions,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
1000320,彼処,rarely-used kanji form,あこ,f,out-dated or obsolete kana usage,noun (common) (futsuumeishi),,"colloquial, word usually written using kana alone, euphemistic",,private parts,アソコ,先生、アソコがかゆいんです。,"Doctor, I've got an itch in my crotch."
